LABEL	ACCESSION	COUNTRY	CONTINENT	STATE1	STATE2	REGION	YEAR
MH760647/AUS/NSW/WM3790A/08-Jul-2015	MH760647	AUS	Oceania	NSW	Oceania	NSW	2015
MW160824/AUS/NSW/WM1214401/01-May-2017	MW160824	AUS	Oceania	NSW	Oceania	NSW	2017
KU839639/USA/Tennessee/TH-61/17-Dec-2013	KU839639	USA	America	Other	America	Tennessee	2013
KU950590/USA/Tennessee/TH-10387/24-Jul-2013	KU950590	USA	America	Other	America	Tennessee	2013
KU950615/USA/Tennessee/TH-10150/17-Dec-2012	KU950615	USA	America	Other	America	Tennessee	2012
MH760590/AUS/NSW/WM2021A/05-Jun-2016	MH760590	AUS	Oceania	NSW	Oceania	NSW	2016
MH760612/AUS/NSW/WM0166A/10-Nov-2016	MH760612	AUS	Oceania	NSW	Oceania	NSW	2016
KU950570/USA/Tennessee/TH-10130/08-Aug-2012	KU950570	USA	America	Other	America	Tennessee	2012
MH760645/AUS/NSW/WM0279A/11-Sep-2014	MH760645	AUS	Oceania	NSW	Oceania	NSW	2014
KU950544/USA/Tennessee/TH-10438/17-Dec-2013	KU950544	USA	America	Other	America	Tennessee	2013
MH760632/AUS/NSW/WM1554A/02-Aug-2016	MH760632	AUS	Oceania	NSW	Oceania	NSW	2016
MH760617/AUS/NSW/WM1681A/13-Oct-2016	MH760617	AUS	Oceania	NSW	Oceania	NSW	2016
KU950579/USA/Tennessee/TH-10103/09-Oct-2012	KU950579	USA	America	Other	America	Tennessee	2012
KJ672427/USA/Tennessee/LA2-09/09-Nov-2012	KJ672427	USA	America	Other	America	Tennessee	2012
MH760628/AUS/NSW/WM2369B/03-Aug-2016	MH760628	AUS	Oceania	NSW	Oceania	NSW	2016
KU950610/USA/Tennessee/TH-10260/07-Jan-2013	KU950610	USA	America	Other	America	Tennessee	2013
KY654514/PHL/Region/TEv-13-132/04-Mar-2013	KY654514	PHL	Asia	Other	Asia	Region	2013
KU839631/USA/Tennessee/TH-31/26-Nov-2013	KU839631	USA	America	Other	America	Tennessee	2013
KU950628/USA/Tennessee/TH-10364/02-Oct-2013	KU950628	USA	America	Other	America	Tennessee	2013
MW160785/AUS/WA/PW9136191P/26-Apr-2017	MW160785	AUS	Oceania	WA	WA	Perth	2017
MH760607/AUS/NSW/WM3453A/08-July-2013	MH760607	AUS	Oceania	NSW	Oceania	NSW	2013
KU950646/USA/Tennessee/TH-10080/21-Nov-2012	KU950646	USA	America	Other	America	Tennessee	2012
KX765972/NZL/Christchurch/LJRSV41/XX-XXX-2013	KX765972	NZL	Oceania	Other	Oceania	Christchurch	2013
KU950546/USA/Tennessee/TH-10409/14-Sep-2012	KU950546	USA	America	Other	America	Tennessee	2012
KJ672452/USA/Tennessee/LA2-91/07-Jan-2013	KJ672452	USA	America	Other	America	Tennessee	2013
MW160749/AUS/WA/PW7812155J/30-Jul-2016	MW160749	AUS	Oceania	WA	WA	Perth	2016
KU950685/USA/Tennessee/10509/28-Sep-2013	KU950685	USA	America	Other	America	Tennessee	2013
MH760643/AUS/NSW/WM3837A/02-Sep-2014	MH760643	AUS	Oceania	NSW	Oceania	NSW	2014
MH760618/AUS/NSW/WM3409A/28-Sep-2016	MH760618	AUS	Oceania	NSW	Oceania	NSW	2016
KU950666/USA/Tennessee/TH-10657/04-Nov-2013	KU950666	USA	America	Other	America	Tennessee	2013
KU950549/USA/Tennessee/TH-10630/05-Nov-2013	KU950549	USA	America	Other	America	Tennessee	2013
KU950624/USA/Tennessee/TH-10337/23-Jan-2013	KU950624	USA	America	Other	America	Tennessee	2013
KU950511/USA/Tennessee/TH-10218/27-Sep-2012	KU950511	USA	America	Other	America	Tennessee	2012
KJ672480/USA/Tennessee/LA2-62/23-Jan-2013	KJ672480	USA	America	Other	America	Tennessee	2013
KJ672443/USA/Tennessee/LA2-21/31-Jan-2013	KJ672443	USA	America	Other	America	Tennessee	2013
KU950469/USA/Tennessee/TH-10067/11-Sep-2012	KU950469	USA	America	Other	America	Tennessee	2012
KJ672457/USA/Tennessee/LA2-100/07-Jan-2013	KJ672457	USA	America	Other	America	Tennessee	2013
MH760638/AUS/NSW/WM0230A/18-Sep-2016	MH760638	AUS	Oceania	NSW	Oceania	NSW	2016
KJ672467/USA/Tennessee/LA2-97/31-Jan-2013	KJ672467	USA	America	Other	America	Tennessee	2013
KJ672465/USA/Tennessee/LA2-13/31-Dec-2012	KJ672465	USA	America	Other	America	Tennessee	2012
MW160828/AUS/NSW/WM1213683/01-May-2017	MW160828	AUS	Oceania	NSW	Oceania	NSW	2017
KU950507/USA/Tennessee/TH-10481/27-Aug-2012	KU950507	USA	America	Other	America	Tennessee	2012
KX765948/NZL/Christchurch/LJRSV17/10-Jul-2015	KX765948	NZL	Oceania	Other	Oceania	Christchurch	2015
MW160782/AUS/WA/PW7243266W/11-Apr-2017	MW160782	AUS	Oceania	WA	WA	Perth	2017
MW160758/AUS/WA/PW2987536C/31-Aug-2016	MW160758	AUS	Oceania	WA	WA	Perth	2016
MH760651/AUS/NSW/WM0359B/10-Aug-2015	MH760651	AUS	Oceania	NSW	Oceania	NSW	2015
MH760633/AUS/NSW/WM1825A/31-Jul-2016	MH760633	AUS	Oceania	NSW	Oceania	NSW	2016
KU950475/USA/Tennessee/TH-10085/21-Sep-2012	KU950475	USA	America	Other	America	Tennessee	2012
MH760640/AUS/NSW/WM3458A/13-Aug-2014	MH760640	AUS	Oceania	NSW	Oceania	NSW	2014
KX894803/USA/Tennessee/LA2/03-Dec-2013	KX894803	USA	America	Other	America	Tennessee	2013
KU950536/USA/Tennessee/TH-10141/16-Aug-2012	KU950536	USA	America	Other	America	Tennessee	2012
KM042390/USA/Tennessee/LA2-94/19-Feb-2013	KM042390	USA	America	Other	America	Tennessee	2013
KJ672456/USA/Tennessee/LA2-26/07-Dec-2012	KJ672456	USA	America	Other	America	Tennessee	2012
KU950529/USA/Tennessee/TH-10116/28-Sep-2012	KU950529	USA	America	Other	America	Tennessee	2012
KM042383/USA/Tennessee/LA2-90/31-Dec-2012	KM042383	USA	America	Other	America	Tennessee	2012
KX765944/NZL/Christchurch/LJRSV08/29-Jun-2015	KX765944	NZL	Oceania	Other	Oceania	Christchurch	2015
KM042386/USA/Tennessee/LA2-49/14-Jan-2013	KM042386	USA	America	Other	America	Tennessee	2013
MW160778/AUS/WA/PW3128124K/22-Mar-2017	MW160778	AUS	Oceania	WA	WA	Perth	2017
MW160776/AUS/WA/PW2552199A/21-Mar-2017	MW160776	AUS	Oceania	WA	WA	Perth	2017
